Ataturk Universitesi yayinlari|Ataturk Universitesi yayinlari
Ateneo Parmense|L'Ateneo Parmense
Atlantic Mon.|Atlantic Monthly
Atmos. Environ.|Atmospheric Environment
Atoll Res. Bull.|Atoll Research Bulletin
Atompraxis|Atompraxis (Internationale Zeitschrift fur Wissenschaft und Technik)
Atti 26 Congr. Soc. ital. Anat.|Atti 26 Congresso. Societa italiana di anatomia
Atti 27 Congr. Soc. ital. Anat.|Atti 27 Congresso. Societa italiana di anatomia
Atti 5th Congr. Int. Riprod. anim. Fecondaz. artific.|Atti Quinto Congresso internazionale per la riproduzione animale e la fecondazione artificiale. Trento (Italia), 6-13 Settembre 1964.
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. gioenia Sci. nat.|Atti dell'Accademia Gioenia di scienze naturali
Atti Accad. Ital. Memorie|Atti Accademia d'Italia. Memoirie
Atti Accad. Ital. Rc.|Atti Accademia d'Italia. Rendiconti. Classe di scienze fisiche, matematiche e naturali
Atti Accad. naz. Lincei, Mem.|Atti dell'Accademia Nazionale dei Lincei. Memorie. Sezione IIIa. Botanica, Zoologia, fisiologia, patalogia
Atti Accad. naz. Lincei, Rc.|Atti dell'Accademia nazionale dei Lincei. Rendiconti. Classe di scienze fisiche, matematiche e naturali
Atti Accad. naz. Lincei, Rc.|Atti dell'Accademia nazionale dei Lincei. Rendiconti. Classe di scienze fisiche, matematiche e naturali
Atti Accad. Sci. Ist. Bologna, Mem.|Atti della Accademia delle Scienze dell'Istituto di Bologna. Memorie. Classe di scienze fisiche
Atti Ass. Genet. ital.|Atti dell'Associazione genetica italiana
Atti Congr. naz. Ital. Ent.|Atti del Congresso Nazionale Italiano di Entomologia
Atti Congr. naz. ital. Ent. 11|Atti. 11 Congresso nazionale italiano di entomologia
Atti Convegni Lincei|Atti dei convegni Lincei
Atti Difesa antiparassit. indust. aliment. 3|La difesa antiparassitaria nelle industrie alimentari e la protezione degli alimenti. Atti del 3<up>0</up> simposio, Piacenza, 22-24 settembre 1982.
Atti I Simp. antimitotici|Atti I Simposio sugli antimitotici, S. Remo 10-11 Giugno 1955
Atti Ist. bot. Univ. Pavia|Atti dell'Istituto botanico della Universita e Laboratorio crittogamico, Pavia
Atti Ist. veneto Sci.|Atti dell'Istituto Veneto di scienze, lettere ed arti
Atti Ist. veneto Sci.|Atti del Regio Istituto Veneto di scienze, lettere ed arti
Atti Mus. civ. Stor. nat. Trieste|Atti del Museo civico di storia naturale di Trieste
Atti r. Accad. Lincei Memorie|Atti della Real Accademia dei Lincei. Memorie. Classe di scienze fisiche, matematiche e naturali
Atti r. Accad. Lincei Memorie|Atti della Real Accademia dei Lincei. Memorie. Classe di scienze fisiche, matematiche e naturali
Atti r. Accad. Lincei Memorie|Atti della Real Accademia dei Lincei. Memorie. Classe di scienze fisiche, matematiche e naturali
Atti r. Accad. Lincei Memorie|Atti della Real Accademia dei Lincei. Memorie. Classe di scienze fisiche, matematiche e naturali
Atti r. Accad. Lincei Rc.|Atti della Real Accademia dei Lincei. Rendiconti. Classe di scienze fisiche, matematiche e naturali
Atti r. Accad. Lincei Rc.|Atti della Real Accademia dei Lincei. Rendiconti. Classe di scienze fisiche, matematiche e naturali
Atti r. Accad. Lincei Rc.|Atti della Real Accademia dei Lincei. Rendiconti. Classe di scienze fisiche, matematiche e naturali
Atti Rassegna int. elettr. nucl. 5|Rassegna internazionale elettronica e nucleare. Atti del V congresso scientifico
Atti Soc. ital. prog. sci.|Atti della riunione. Societa italiana per il progresso delle scienze
Atti Soc. ital. Sci. nat. Mus. civ. Stor. nat. Milano|Atti della Societa italiana di Science naturali e del Museo civico di Storia naturale in Milano
Atti Soc. ital. Sci. vet.|Atti delle Societa italiana di scienze veterinarie
Atti Soc. Nat. Mat. Moderna|Atti della Societa dei naturalisti e matematici di Moderna
Atti Soc. veneto-trent. Sci. nat.|Atti della Societa veneto-trentina di Scienze naturali residente in Padova
Aust. Conf. Radiobiol. 3|Radiobiology; proceedings of the Third Australasian Conference on Radiobiology held at the University, Sydney, 15-18 August, 1960
Aust. ent. Mag.|Australian Entomological Magazine
Aust. J. agric. Res.|Australian Journal of Agricultural Research
Aust. J. biol. Sci.|Australian Journal of Biological Sciences
Aust. J. Bot.|Australian Journal of Botany
Aust. J. Entomol.|Australian Journal of Entomology
Aust. J. exp. Agric. & Anim. Husb.|Australian Journal of Experimental Agriculture and Animal Husbandry
Aust. J. exp. Biol. med. Sci.|Australian Journal of Experimental Biology and Medical Science
Aust. J. Sci.|Australian Journal of Science
Aust. J. Zool.|Australian Journal of Zoology
Aust. J. Zool.|Australian Journal of Zoology
Aust. Scient.|Australian Scientist
Aust. Zool.|Australian Zoologist
Austral Ecol.|Austral Ecology
Avh. norske VidenskAkad.|Avhandlinger utgitt av det Norske Videnskaps-Akademi i Oslo. Matematisk-naturvidenskapelig klasse
Avian Dis.|Avian Diseases
Aviat. Space Environ. Med.|Aviation Space and Environmental Medicine
AWIC Resource Ser.|AWIC Resource Series.
Bacterial Protein Toxins 2|Bacterial protein toxins. Second European workshop, Wepion, June 30-July 4, 1985.
Bacterial Protein Toxins 3|Bacterial protein toxins. Third European workshop, Uberlingen, June 28-July 3, 1987.
BAG, J. basic appl. genet.|BAG. Journal of basic and applied genetics
Baillieres Clin. Gastroenterol.|Bailliere's clinical gastroenterology
Banbury Rep.|Banbury Report, Cold Spring Harbor Laboratory
Bangladesh J. Zool.|Bangladesh Journal of Zoology
Basic Clin. Nutr.|Basic and clinical nutrition
Basic Life Sci.|Basic Life Sciences
Basler Zeitung|Basler Zeitung
Batorliget Nature Reserves, 1990|The Batorliget Nature Reserves - after forty years, 1990.
BBC News|BBC News Online
BBEC Symp.|BBEC Symposium
BBSRC Business|BBSRC Business
BCPC Monog.|BCPC Monograph
Behav. Genet.|Behavior Genetics
Behav. Pharmacol.|Behavioural Pharmacology
Behav. Res., Methods & Instrumentation|Behavior Research, Methods and Instrumentation
Behaviour|Behaviour
Behavl Biol.|Behavioral Biology
Behavl Brain Res.|Behavioural Brain Research
Behavl Brain Sci.|The Behavioral and Brain Sciences
Behavl Ecol.|Behavioral Ecology
Behavl Ecol. Sociobiol.|Behavioral Ecology and Sociobiology
Behavl Neural Biol.|Behavioral and Neural Biology
Behavl Neurosci.|Behavioral Neuroscience
Behavl Processes|Behavioural Processes
Behavl Sci.|Behavioral Science
Beitr. Biol. Pflanzen|Beitraege zur Biologie der Pflanzen
Beitr. Ent.|Beitrage zur Entomologie
Beitr. Gottinger Neurobiol.|Beitrage zur Gottinger Neurobiologentagung
Beitr. Oncol.|Beitrage zur Onkologie [Contributions to Oncology]
Beitr. trop. u. subtrop. Landw. u. Tropenvet-med.|Beitrage zur tropischen und subtropischen Landwirtschaft und Tropenveterinar-medizin
Beitrage aus der Tierkunde|Beitrage aus der Tierkunde. M. Braun aus Anlass seines goldenen medizinischen Doktor-Jubilaums als Festgabe dargebracht von Schulern und Freunden.
Belg. J. Zool.|Belgian Journal of Zoology
Bell Telephone System Tech. Pub. Monog.|Bell Telephone System Technical Publications Monograph.
Beltsville Symp. Agric. Res.|Beltsville Symposia in Agricultural Research
Ber. Annaberg-Buchholzer Ver. Naturk.|Bericht uber den Annaberg-Buchholzer Verein fur Naturkunde
Ber. Bunsen-Ges Phys. Chem.|Berichte der Bunsen-Gesellschaft fur Physikalische Chemie
Ber. dtsch. bot. Ges.|Bericht der Deutsche Botanischen Gesellschaft
Ber. Ldw.|Berichte uber Landwirtschaft
Ber. naturf. Ges. Bamberg|Bericht der Naturforschenden Gesellschaft in Bamberg
Ber. naturw. Ver. Schwaben|Bericht des Naturwissenschaftlichen Veriens fur Schwaben
Ber. naturw. Ver. Schwaben Neuberg|Bericht des Naturwissenschaftlichen Veriens fur Schwaben und Neuberg
Ber. phys.-med. Ges. Wurzb.|Bericht der Physikalisch-medizinischen Gesellschaft zu Wurzburg
Ber. Tat. naturw. Ges. Isis|Bericht uber die Tatigkeit Naturwissenschaftlichen Gesellschaft Isis
Ber. Verh. sachs. Akad. Wiss., Math.-naturw. Kl.|Berichte uber die Verhandlungen der Sachsischen Akademie der Wissenschaften zu Leipzig. Mathematisch-wissenschaften Classe
Ber. Vers. dtsch. Naturf. Aerzte|Berichte der Deutscher Naturforscher und Aerzte
Ber. Zusammenk. dtsch. Opthal. Ges.|Berichte uber die Zusammenkunft der Deutschen Ophthalmologische Gesellschaft
Beretn. Skand. Naturforskerm.|Beretning om det Skandinaviske Naturforskermode
Bergcultures|De Bergcultures (Officieel orgaan van het Algemeen Landbouw Syndicaat)
Berita Biologi|Berita Biologi
Bernice P. Bishop Mus., Spec. Publs|Bernice P. Bishop Museum Special Publication
Bhagalpur Univ. J.|Bhagalpur University Journal
Bhatnagar, 1987|Commemorative Volume of Advances in Cytology and Genetics.
Bibliographies of the Commonwealth Bureau of Animal Breeding and Genetics, Edinburgh|Bibliographies of the Commonwealth Bureau of Animal Breeding and Genetics, Edinburgh
Biblphia Genet.|Bibliographica Genetica
Biblthca genet.|Bibliotheca Genetica
Biblthca haemat.|Bibliotheca Haematologica
Biblthca ophthal.|Bibliotheca Ophthalmologica
Biennial Rep. Biozentrum|Biennial Report. University of Basel Biozentrum
Bijdr. Dierk.|Bijdragen tot de dierkunde
Bio-sci. Res. Bull.|Bio-science research bulletin
Bio/Technology|Bio/Technology
Bioacoustics|Bioacoustics
Biochem. biophys. Res. Commun.|Biochemical and Biophysical Research Communications
Biochem. Cell Biol.|Biochemistry and Cell Biology
Biochem. Genet.|Biochemical Genetics
Biochem. Int.|Biochemistry International
Biochem. J.|Biochemical Journal
Biochem. Molec. Biol. Int.|Biochemistry and Molecular Biology International
Biochem. Pharmacol.|Biochemical Pharmacology
Biochem. Soc. Symp.|Biochemical Society Symposium
Biochem. Soc. Trans.|Biochemical Society Transactions
Biochem. Syst. Ecol.|Biochemical Systematics and Ecology
Biochem. Z.|Biochemische Zeitschrift
Biochemica, Boehringer Mannheim|Biochemica
Biochemistry|Biochemistry
Biochemistry, Moscow|Biochemistry [English translation edition of Biokhimiya]
Biochim. biophys. Acta|Biochimica Biophysica Acta
Biochimie|Biochimie
Biociencias|Biociencias
Bioconjug. Chem.|Bioconjugate chemistry
BioControl|BioControl. Journal of the International Organization for Biological Control
Biodiversity|Biodiversity: Journal of Life on Earth
Biodiversity Conservation|Biodiversity and Conservation
Biodynamica|Biodynamica
Bioelectrochem. Bioenerg.|Bioelectrochemistry and Bioenergetics (Supplement to Journal of Electroanalytical Chemistry)
Bioelectromagnetics|Bioelectromagnetics
BioEngineering|BioEngineering
BioEssays|BioEssays
Biofactors|Biofactors
Biofizika|Biofizika
Biofutur|Biofutur
Biogerontology|Biogerontology
Biogr. Mem. natn. Acad. Sci.|Biographical Memoirs, National Academy of Sciences of the United States
Biogr. Mem. r. Soc.|Biographical Memoirs of Fellows of the Royal Society
Bioinform|Bioinform. The Global Bioinformatics News Service
Bioinformatics|Bioinformatics
Biokhimiya|Biokhimiya
Biokybernetik|Biokybernetik
Biol. Afr.|Biologia Africana
Biol. Beitr.|Biologische Beitrage
Biol. Bull. India|Biological Bulletin of India
Biol. Bull., Acad. Sci. USSR|Biological Bulletin of the Academy of Sciences of the USSR [English translation edition of Izvestiia Akademii Nauk SSSR. Seriia biologicheskaia]
Biol. Bull., Wood's Hole|Biological Bulletin, Wood's Hole
Biol. Cell|Biology of the Cell
Biol. Cell.|Biologie Cellulaire
Biol. Chem.|Biological chemistry
Biol. Chem. Hoppe-Seyler|Biological Chemistry Hoppe-Seyler
Biol. Comport.|Biologie du Comportement [Biology of Behaviour]
Biol. Conservation|Biological Conservation
Biol. Control|Biological Control; Theory and applications in pest management
Biol. Control Inf. Bull.|Biological Control Information Bulletin
Biol. Cybern.|Biological Cybernetics
Biol. Eff. Magn. Fields|Biological Effects of Magnetic Fields
Biol. Effects Transmut. Decay Incorp. Radioisotopes|Biological Effects of Transmutation and Decay of Incorporated Radioisotopes. Proceedings of a panel held in Vienna, 9-13 Oct. 1967.
Biol. Environ.|Biology and Environment (Proceedings of the Royal Irish Academy)
Biol. Environ. Effects Low Level Radiat.|Biological and environmental effects of low-level radiation: Proceedings of a symposium organized by the International Atomic Energy Agency and the World Health Organization and held in Chicago, 3-7 Nov. 1975.
Biol. Gallo-Hellen.|Biologia Gallo-Hellenica
Biol. Hum. Affairs|Biology and Human Affairs
Biol. Invasions|Biological Invasions
Biol. J. Linn. Soc.|Biological Journal of the Linnean Society
Biol. J. Okayama Univ.|Biological Journal of Okayama University
Biol. Jaarb.|Biologisch Jaarboeck
Biol. Jh.|Biologisches Jahresheft (Herausgegeben vom Verband Deutscher Biologen)
Biol. Kozl.|Biologiai kozlemenyek
Biol. Listy, Prague|Biologicke Listy
Biol. Med.|Biologie Medicale. Revue bimestrielle des sciences biologique consideree dans leur rapport avec la medecine.
Biol. Metals|Biology of Metals
Biol. Nauki|Biologicheskie Nauki
Biol. Pharmaceut. Bull.|Biological and Pharmaceutical Bulletin
Biol. Philos.|Biology and Philosophy
Biol. Procedures Online|Biological Procedures Online
Biol. Reprod.|Biology of Reproduction
Biol. Res.|Biological Research
Biol. Res. Summ. MIT|Biology Research Summaries. A Report for the year of the Department of Biology at the Massachusetts Institute of Technology
Biol. Rev. Cy Coll. N. Y.|Biological Review of the City College, New York
Biol. Rev., Cambr.|Biological Reviews of the Cambridge Philosophical Society
Biol. Rhythm Res.|Biological Rhythm Research
Biol. Rundsch.|Biologische Rundschau
Biol. Sci. News|Biological Science News
Biol. Sci. Rev.|Biological Sciences Review
Biol. Sci. Space|Uchu seibutsu kagaku [Biological Sciences in Space]
Biol. Sci., Tokyo|Biological Science [Seibutsu kagaku]
Biol. Signals|Biological Signals
Biol. Skr.|Biologiske Skrifter (Kongelige Danske Videnskabernes Selskab)
Biol. Symp.|Biological Symposia
Biol. unserer Ziet|Biologie in unserer Zeit
Biol. Zentbl.|Biologisches Zentralblatt
Biol. Zh.|Biologicheskii Zhurnal [Journal de Biologie; Zeitschrift fur Biologie]
Biol. Zh. Armenii|Biologicheskii zhurnal Armenii [Hayastani kensabanakan handes]
Biologe|Biologe (Monatsschrift zur wahrung der belange der deutschen biologen)
Biologia Gabonica|Biologia Gabonica
Biologia gen.|Biologia generalis (Archiv fur die allgemeinen Fragen de Lebensforschung)
Biologia, Bratisl.|Biologia (Casopis Slovenskej akademie vied)
Biologia, Lahore|Biologia (Biological Society of Pakistan)
Biologica, Santiago|Biologica (Trabajos del Instituto Biologia de la Facultad de Biologia y Ciencias Medicas de la Universidad de Chile)
Biological Systematics|Biological Systematics. Proceedings of the 16th Annual Biology Colloquium. Oregon State College
Biologico|O Biologico
Biologie des populations|Biologie des populations: Actes du Colloque, Lyon, 4-6 septembre 1986.
Biologie Unterrecht|Biologie Unterrecht
Biologische Arbeitsbucher|Biologische Arbeitsbucher
Biologische Raad Reeks|Biologische Raad Reeks
Biologist|Biologist. Journal of the Institute of Biology
Biologist, Urbana|The Biologist
Biology Colloq. Oregon St. Univ.|Annual Biology Colloquium
Biology Colloq. Oregon St. Univ. Sel. Pap.|Proceedings of the Annual Biology Colloquium and selected papers
Biology Int.|Biology International
Biomarkers|Biomarkers
Biomed. Biochim. Acta|Biomedica Biochimica Acta
Biomed. Environ. Sci.|Biomedical and Environmental Sciences
Biomed. Pharmacotherapy|Biomedicine & Pharmacotherapy
Biomed. Res.|Biomedical Research
Biomed. Sci.|Biomedical Science
Biometals|Biometals
Biometeorology|Biometeorology (International Biometeorological Congress)
Biometr. Bull.|Biometrics Bulletin
Biometrical J.|Biometrical Journal
Biometrics|Biometrics
Biometrika|Biometrika
BIONA Rep.|BIONA Report
Bionature|Bionature
Bionotes|Bionotes
Bioorg. Chem.|Bioorganic Chemistry
Bioorg. Khim.|Bioorganicheskaya Khimiya
Bioorg. Med. Chem.|Bioorganic and Medicinal Chemistry
Bioorg. Medicin. Chem. Letts|Bioorgorganic Medicinal Chemistry Letters
Biophys. Chem.|Biophysical Chemistry
Biophys. J.|Biophysical Journal
Biophys. Struct. Mech.|Biophysics of Structure and Mechanism
Biophysics|Biophysics
Biophysik|Biophysik
Biopolimery kletka|Biopolimery i kletka [Biopolymers and Cell]
Biopolymers|Biopolymers
Bios|Bios
Bios, Thessaloniki|Bios [Epistemonike epeterida tou Tmematos Biologias]
Bioscene|Bioscene
Biosci. Biotechnol. Biochem.|Bioscience, biotechnology, and biochemistry
Biosci. Rep.|Bioscience Reports
BioScience|BioScience
Biosens. Bioelectron.|Biosensors and Bioelectronics
Biospectroscopy, NY|Biospectroscopy
Biosystema|Biosystema
Biosystema 20|Biosystema 20, Systematique et biogeographie, 2002.
Biosystems|Bio systems
Biotec. Apl.|Biotecnologia aplicada. Revista de la Sociedad Iberolatinoamericana para Investigaciones sobre Interferon y Biotecnologia en Salud
Biotech. Histochem.|Biotechnic and Histochemistry
Biotech. Letts|Biotechnology Letters
BioTechniques|BioTechniques
Biotechnol. appl. Biochem.|Biotechnology and Applied Biochemistry
Biotechnol. Bioeng.|Biotechnology and Bioengineering
Biotechnol. Genet. Eng. Rev.|Biotechnology and Genetic Engineering Reviews
Biotechnol. Prog.|Biotechnology Progress
Biotechnol. Tech.|Biotechnology Techniques
Biotemas|Biotemas
Biotropica|Biotropica
Biovigyanam|Biovigyanam
Birth Defects|Birth Defects Original Article Series
Birth Defects Res.|Birth Defects Research
Birth Defects Res.|Birth Defects Research
Bishop Mus. Bull. Ent.|Bishop Museum Bulletin in Entomology
Bishop Mus. Occ. Pap.|Bishop Museum Occasional Papers
Bishop Mus. Tech. Rep.|Bishop Museum Technical Report
Biul. Inst. Ochr. rosl. leczn.|Biuletyn Instytut ochrony roslin leczniczych
Biull. eksp. Biol. Med.|Biulletin Eksperimental'noi Biologii i Meditsiny
BiuZ|BiuZ
Blood|Blood
Blood Cells, Molecs. Dis.|Bllod Cells, Molecules and Diseases
BMC Biochem.|BMC Biochemistry
BMC Bioinformatics|BMC Bioinformatics
BMC Biotechnol.|BMC Biotechnology
BMC Cell Biol.|BMC Cell Biology
BMC Dev. Biol.|BMC Developmental Biology
BMC Evol. Biol.|BMC Evolutionary Biology
BMC Genet.|BMC Genetics
BMC Genomics|BMC Genomics
BMC Molec. Biol.|BMC Molecular Biology
BMC Neurosci.|BMC Neuroscience
Bn. Rep. Dev. Biol. Center, Univ. Calif. Irvine|Biennial Report of the Developmental Biology Center, University of California at Irvine
Bol. Cienc. Biol.|Boletin de Ciencias Biologicas
Bol. Fund. Jimenez Diaz|Boletin de la Fundacion Jimenez Diaz
Boll. Ass. romana Ent.|Bollettino dell'Associazione romana di entomologia
Boll. chim. farm.|Bollettino chimico farmaceutico
Boll. Comiz. agr. parmense|Bollettino del Comizio Agrario Parmense
Boll. Ist. Ent. Univ. Bologna|Bollettino dell'Istituto di entomologia della reale Universita degli studi di Bologna
Boll. Lab. Zool. gen. agr. Portici|Bollettino del Laboratorio di Zoologia generale e agraria della Reale Scuola superiore d'agricoltura in Portici
Boll. Mus. civ. Stor. nat. Venezia|Bollettino del Museo Civico di Storia Naturale di Venezia
Boll. Musei Zool. Anat. comp. r. Univ. Torino|Bollettino dei Musei di Zoologica e di Anatomia Comparata della reale Universita di Torino
Boll. Soc. ent. ital.|Bollettino della Societa entomologica italiana
Boll. Soc. ital. Biol. sper.|Bollettino della Societa italiana Biologica Sperimentale
Boll. Soc. ital. ematologia|Bollettino. Societa italiana di ematologia
Boll. Soc. med.-chir. Moderna|Bollettino della Societa Medico-chirurgica di Moderna
Boll. Soc. Nat. Napoli|Bollettino della Societa di naturalisti in Napoli
Boll. Zool.|Bollettino di Zoologia
Boll. Zool. agr. bachic., Milano|Bollettino di zoologia agraria e di bachicoltura
Boll. Zool. agr. bachic., Milano|Bollettino di zoologia agraria e di bachicoltura
Bolm Cursos de Aperfeicoamento e Especilisacao do Ministerio da Agricultura|Boletim dos Cursos de Aperfeicoamento e Especilisacao do Ministerio da Agricultura
Bolm Fac. Filos. Cienc. S. Paulo|Boletim. Faculdade de Filosofia, Ciencias e Letras, Universidade de Sao Paulo
Bolm Gent. Inst. Fitolec.|Boletim Gent. Instituto Fitolec.
Bolm Inst. Cienc. nat., Rio Grande do Sul|Boletim. Instituto de Ciencias naturais. Universidade do Rio Grande do Sul
Bolm Mus. munic. Funchal|Boletim do Museu municipal do Funchal
Bolm Mus. para. Emilio Goeldi|Boletim do Museu Paraense Emilio Goeldi
Bolm Pernambuco Sec. Agric. Ind. Comerc.|Boletim. Pernambuco. Secretaria de Agricultura, Industria e Comercio
Bolm Soc. bras. Agron.|Boletim de Sociedade brasileira de agronomia
Bolm Soc. bras. Genet.|Boletim. Sociedade Brasiliera de Genetica
Bolm Soc. broteriana|Boletim da Sociedade Broteriana
Bolm Soc. broteriana|Boletim da Sociedade Broteriana
Bolm Soc. port. Cienc. nat.|Boletim da Sociedade Portuguesa de Ciencias Naturais
Bolm Soc. port. Ent.|Boletim da Sociedade Portuguesa de Entomologia
Bolm Soc. port. Sci. nat.|Boletim da Sociedade Portuguesa de Ciencias Naturais
Bolm Zool. Biol. mar.|Boletim de zoologia e biologia marinha
Boln Asoc. esp. Ent.|Boletin de la Asociacion Espanola de Entomologia
Boln Cienc. nat.|Boletin de ciencias de la naturaleza (Instituto de Estudios Asturianos)
Boln Genet.|Boletin genetico
Boln Inst. nac. Invest. agron.|Boletin del Instituto nacional de investigaciones agronomicas
Boln Mus. Hist. nat. Javier Prado|Boletin del Museo de historia natural 'Javier Prado'
Boln Mus. Nac. Hist. Nat. (Santiago)|Boletin del Museo Nacional de Historia Natural
Boln pan-am. Sanid.|Boletin de la Oficina Sanitaria Pan-americana
Boln SEA|Boletin de la Sociedad Entomologica Aragonesa
Boln Serv. Plagas|Boletin. Servicio de Defensa contra Plagas e Inspeccion Fitopatologica.
Boln Soc. Biol. Concepcion|Boletin de la Sociedad de Biologia de Concepcion
Boln Soc. Biol. Santiago|Boletin de la Sociedad de biologia de Santiago de Chile
Boln Soc. ent. Esp.|Boletin de la Sociedad Entomologica de Espana
Boln Soc. esp. Hist. nat.|Boletin de la Real Sociedad espanola de historia natural
Boln Soc. esp. Hist. nat.|Boletin de la Real Sociedad espanola de historia natural
Boln Soc. venez. Cienc. nat.|Boletin de la Sociedad venezolana de ciencias naturales
Bone|Bone
Boston Globe|The Boston Globe
Bot. & Zool., Tokyo|Botany and Zoology, Theoretical and Applied [Shokubutsu oyobi Dobutsu. Riron Oyo]
Bot. Gaz.|Botanical Gazette
Bot. J. Linn. Soc.|Botanical Journal of the Linnean Society
Bot. Jb.|Botanische Jahrbucher fur Systematik, Pflanzengeschichte und Pflanzengeographie
Bot. Rev.|Botanical Review
Bot. Ztg|Botanische Zeitung
Botanica, Delhi|Botanica
Botanich. Zh.|Botanicheskii Zhurnal
Botanich. Zh. SSSR|Botanicheskii Zhurnal SSSR
Botyu-kagaku|Botyu-kagaku [Scientific Insect Pest Control, Bulletin of the Institute of Pest Control, Kyoto University]
Bove, Duplan, 1974|Les mycoplasmes de l'homme, des animaux, des vegetaux et des insectes. Congres international. Bordeaux, France, 11-17 Septembre 1974.
Br. Crop Protect. Councl Monog.|British Crop Protection Council Monograph
Br. dent. J.|British Dental Journal
Br. Ecol. Soc. Symp.|British Ecological Society. Symposium
Br. J. Anaesth.|British Journal of Anaesthesia
Br. J. anim. Behav.|British Journal of Animal Behaviour
Br. J. Cancer|British Journal of Cancer
Br. J. Cancer|The British Journal of Cancer
Br. J. Ent. Nat. Hist.|British Journal of Entomology and Natural History
Br. J. Haematol.|British Journal of Haematology
Br. J. Pharmacol.|British Journal of Pharmacology
Br. J. Radiol.|British Journal of Radiology
Br. med. Bull.|British Medical Bulletin
Br. Mycol. Soc. Symp. Ser.|British Mycological Society Symposium Series
Br. Soc. Cell Biol. Symp.|British Society for Cell Biology Symposium
Br. vet. J.|British Veterinary Journal
Brain Dev.|Brain & Development
Brain Pathol.|Brain Pathology
Brain Res.|Brain Research
Brain Res. Bull.|Brain Research Bulletin
Brain Res. Gene Expression Patterns|Brain Research. Gene Expression Patterns
Brain Res., Brain Res. Rev.|Brain research. Brain research reviews
Brain Res., Dev. Brain Res.|Brain Research, Developmental Brain Research
Brain Res., Molec. Brain Res.|Brain Research, Molecular Brain Research
Brain Technonews|Brain Technonews
Brain, Behav. Evol.|Brain, Behavior and Evolution
Braz. Arch. Biol. Technol.|Brazilian Archives of Biology and Technology
Braz. J. Genet.|Brazilian Journal of Genetics [Revista brasileira de genetica]
Braz. J. med. biol. Res.|Brazilian Journal of Medical and Biological Research [Revista brasileira de pesquisas medicas e biologicas]
Brenesia|Brenesia
Brief Functional Genomics Proteomics|Briefings in Functional Genomics & Proteomics
Brief. Bioinform.|Briefings in Bioinformatics
Brit. med. J.|British Medical Journal
British Library microfilm|British Library microfilm
Brno Moravske Muz. Cas. Vedy Prirodn.|Brno, Moravske Muzeum. Casopis vedy Prirodni [Acta Musei Moraviae, Scientiae naturales]
Brookhaven Conf. Rpt|Brookhaven Conference Report
Brookhaven Lecture Series|Brookhaven Lecture Series
Brookhaven Natn. Lab. Publ.|Brookhaven National Laboratory Publication
Brookhaven Symp. Biol.|Brookhaven Symposium in Biology
Brookhaven Symp. Biol. 18|Genetic Control of Differentiation. Report of symposium held June 7-9, 1965. Upton, NY, Biology Department, Brookhaven National Laboratory.
Brookhaven Symp. Biol. 21|Structure, function, and evolution in proteins. Report of symposium held June 3-5, 1968.
Brookhaven Symp. Biol. 8|Mutation. Report of symposium held June 15 to 17, 1955.
Brooklyn Bot. Gdn Mem.|Brooklyn Botanic Garden Memoirs
Broteria|Broteria (Revista de sciencias naturaes do Collegio de S. Fiel).
Broteria|Broteria (Revista de sciencias naturaes do Collegio de S. Fiel).
Bul. Soc. Sti. Buc.|Buletinul Societatii de Stiinte din Bucuresti
Bulgarian Academy of Sciences, 1985|F.E.C.S. 3rd International Conference on Chemistry and Biotechnology of Biologically Active Natural Products
Bull. Acad. Belg. Cl. Sci.|Bulletin de la Classe des sciences. Academie royale de Belgique
Bull. Acad. Belg. Cl. Sci.|Bulletin de la Classe des sciences. Academie royale de Belgique
Bull. Acad. malgache|Bulletin de l'Academie Malgache
Bull. Acad. malgache|Bulletin de l'Academie Malgache
Bull. Acad. pol. Sci.|Bulletin de l'Academie polonaise des Sciences.
Bull. Acad. Serbe Sci. Arts|Bulletin. Academie Serbe des Sciences et des Arts.
Bull. agric. Alger.-Tunis.-Maroc|Bulletin Agricole de l'Algerie-Tunisie-Maroc
Bull. agric. Congo belge|Bulletin Agricole du Congo Belge
Bull. agric. Exp. Stn Wisconsin|Bulletin. Agricultural Experiment Station, University of Wisconsin
Bull. Am. math. Soc.|Bulletin of the American Mathematical Society
Bull. Am. Mus. nat. Hist.|Bulletin of the American Museum of Natural History
Bull. amat. Ent. Soc.|Bulletin of the Amateur Entomological Society
Bull. Annls Soc. r. Belg. Ent.|Bulletin et Annales de la Societe royale belge d'entomologie
Bull. Annls Soc. r. ent. Belg.|Bulletin et Annales de la Societe royale entomologique de Belgique
Bull. Ark. agric. Exp. Stn|Bulletin. Agricultural Experiment Station, College of Agriculture, University of Arkansas
