
allemand_1976c|Allemand, R.|Importance adaptative du rythme circadien de ponte chez les drosophilides: comparaison de huit especes du genre Zaprionus.|C. r. Seanc. Acad. Sci., Paris|1976-01-05|open|10.5281/zenodo.805647|805647|https://zenodo.org/record/805647|https://zenodo.org/api/records/805647|
allemand_1977a|Allemand, R.|Le potentiel reproducteur des adultes de Drosophila melanogaster: variations genetiques en reponse aux regimes lumineux.|Genetica|1977-12-31|open|10.5281/zenodo.805649|805649|https://zenodo.org/record/805649|https://zenodo.org/api/records/805649|
allemand_1981|Allemand, R.|Determinisme exogene du rythme de ponte chez Drosophila melanogaster: Role du passage photophase-scotophase.|C. r. Seanc. Acad. Sci., Paris|1981-09-21|open|10.5281/zenodo.805651|805651|https://zenodo.org/record/805651|https://zenodo.org/api/records/805651|
allemand_1983b|Allemand, R.|The circadian oviposition rhythm of Drosophila melanogaster. II: Influence of biotic factors.|Biol. Comport.|1983-12-31|open|10.5281/zenodo.805653|805653|https://zenodo.org/record/805653|https://zenodo.org/api/records/805653|
allemand_et_al__2002|Allemand, R.|Phylogeny of six African Leptopilina species (Hymenoptera: Cynipoidea, Figitidae), parasitoids of Drosophila, with description of three new species.|Annls Soc. ent. Fr.|2002-12-31|closed|10.5281/zenodo.805655|805655|https://zenodo.org/record/805655|https://zenodo.org/api/records/805655|
allen__noor_2007|Allen, E.C.|Relative mating success of hybrid and pure species males to highly discriminating D. pseudoobscura females.|D. I. S.|2007-12-31|closed|10.5281/zenodo.805657|805657|https://zenodo.org/record/805657|https://zenodo.org/api/records/805657|
allen_1965|Allen, A.A.|A Few Notable Diptera from Windsor Forest.|Ent. Rec.|1965-04-15|open|10.5281/zenodo.805659|805659|https://zenodo.org/record/805659|https://zenodo.org/api/records/805659|
allen_1966|Allen, A.C.|The effects of recombination on quasinormal second and third chromosomes of Drosophila melanogaster from a natural population.|Genetics|1966-12-06|open|10.5281/zenodo.805661|805661|https://zenodo.org/record/805661|https://zenodo.org/api/records/805661|
allen_1969|Allen, A.C.|Lethal frequencies on second and third chromosomes in populations of Drosophila melanogaster.|Genetics|1969-11-30|open|10.5281/zenodo.805663|805663|https://zenodo.org/record/805663|https://zenodo.org/api/records/805663|
allen_et_al__1961|Allen, W.R.|Insecticidal Control of the Sugar-Beet Root Maggot and Yield of Sugar Beets.|J. econ. Ent.|1961-12-31|open|10.5281/zenodo.805665|805665|https://zenodo.org/record/805665|https://zenodo.org/api/records/805665|
almeida__carareto_2002|de Almeida, L.M.|Gonadal hybrid dysgenesis in Drosophila sturtevanti (Diptera, Drosophilidae).|Iheringia, Ser. Zool.|2002-12-31|closed|10.5281/zenodo.805667|805667|https://zenodo.org/record/805667|https://zenodo.org/api/records/805667|
almeida__carareto_2005|de Almeida, L.M.|Multiple events of horizontal transfer of the Minos transposable element between Drosophila species.|Molec. Phylog. Evol.|2005-12-31|closed|10.5281/zenodo.805671|805671|https://zenodo.org/record/805671|https://zenodo.org/api/records/805671|
almeida__desalle_2008a|Almeida, F.C.|Evidence in Adaptive Evolution of Accessory Gland Proteins in Closely Related Species of the Drosophila repleta Group.|Molec. Biol. Evol.|2008-12-31|closed|10.5281/zenodo.805673|805673|https://zenodo.org/record/805673|https://zenodo.org/api/records/805673|
almeida__desalle_2009|Almeida, F.C.|Orthology, Function and Evolution of Accessory Gland Proteins in the Drosophila repleta Group.|Genetics|2009-12-31|closed|10.5281/zenodo.805675|805675|https://zenodo.org/record/805675|https://zenodo.org/api/records/805675|
almeida__reyes_2000|de Almeida, G.R.|Drosophila melanogaster Meigen: 1. Sensibilidade ao endosulfan e biomonitoramento de seus residuos em couve-manteiga.|Revta Inst. Adolfo Lutz|2000-12-31|closed|10.5281/zenodo.805677|805677|https://zenodo.org/record/805677|https://zenodo.org/api/records/805677|
almeida_et_al__2001|Almeida, L.M.|Micropia transposable element occurrence in Drosophila species of the saltans group.|D. I. S.|2001-12-31|closed|10.5281/zenodo.805679|805679|https://zenodo.org/record/805679|https://zenodo.org/api/records/805679|
almeida_et_al__2003|de Almeida, L.M.|Geographic polymorphism of P element in populations of Drosophila sturtevanti.|Genet. and Molec. Biol.|2003-12-31|closed|10.5281/zenodo.805681|805681|https://zenodo.org/record/805681|https://zenodo.org/api/records/805681|
alonso__munoz_1986|Alonso-Moraga, A.|Allozyme polymorphism and linkage disequilibrium of Adh and Alpha-Gpdh loci in wine cellar and field populations of Drosophila melanogaster.|Experientia|1986-11-15|open|10.5281/zenodo.805683|805683|https://zenodo.org/record/805683|https://zenodo.org/api/records/805683|
alonso__munoz_1988a|Alonso-Moraga, A.|Variation at four enzyme loci in natural populations of Drosophila melanogaster: factor analyses of genotypic and gametic associations.|Genet. Sel. Evol.|1988-12-31|open|10.5281/zenodo.805685|805685|https://zenodo.org/record/805685|https://zenodo.org/api/records/805685|
alonso__munoz_1988b|Alonso-Moraga, A.|Variation at four enzyme loci in natural populations of Drosophila melanogaster: factor analysis of genotypic and gametic associations.|Genet. Sel. Evol.|1988-12-31|open|10.5281/zenodo.805687|805687|https://zenodo.org/record/805687|https://zenodo.org/api/records/805687|
alonso__tobin_1992|Alonso-Pimentel, H.|Discriminant Function Analysis of the Courtship Behavior of Drosophila mojavensis (Diptera: Drosophilidae).|J. Insect Behav.|1992-01-31|open|10.5281/zenodo.805689|805689|https://zenodo.org/record/805689|https://zenodo.org/api/records/805689|
alonso_et_al__1985|Alonso-Moraga, A.|Variation of allozyme frequencies in Spanish field and cellar populations of D. melanogaster.|Genet. Sel. Evol.|1985-12-31|open|10.5281/zenodo.805691|805691|https://zenodo.org/record/805691|https://zenodo.org/api/records/805691|
alonso_et_al__1988|Alonso-Moraga, A.|Microspatial differentiation of Drosophila melanogaster populations in and around a wine cellar in southern Spain.|Genet. Sel. Evol.|1988-09-30|open|10.5281/zenodo.805693|805693|https://zenodo.org/record/805693|https://zenodo.org/api/records/805693|
alonso_et_al__1994|Alonso-Pimentel, H.|Ultrastructural examination of the insemination reaction in Drosophila.|Cell Tissue Res.|1994-12-31|open|10.5281/zenodo.805734|805734|https://zenodo.org/record/805734|https://zenodo.org/api/records/805734|
alonso_et_al__1995|Alonso-Pimentel, H.|Courtship sounds and behaviour of the two saguaro-breeding Drosophila and their relatives.|Anim. Behav.|1995-12-31|open|10.5281/zenodo.805736|805736|https://zenodo.org/record/805736|https://zenodo.org/api/records/805736|
alonso_et_al__2006|Alonso-Gonzalez, L.|Direct determination of the influence of extreme temperature on transposition and structural mutation rates of Drosophila melanogaster mobile elements.|Genetica|2006-12-31|closed|10.5281/zenodo.805738|805738|https://zenodo.org/record/805738|https://zenodo.org/api/records/805738|
alphen__drijver_1982|van Alphen, J.J.M.|Host selection by Asobara tabida Nees (Braconidae: Alysiinae) a larval parasitoid of fruit inhabiting Drosophila species. I. Host stage selection with Drosophila melanogaster as host species|Neth. J. Zool.|1982-12-31|open|10.5281/zenodo.805740|805740|https://zenodo.org/record/805740|https://zenodo.org/api/records/805740|
alphen__janssen_1982a|van Alphen, J.J.M.|Host selection by Asobara tabida nees (Braconidae; Alysiinae) a larval parasitoid of fruit inhabiting Drosophila species. II. Host species selection.|Neth. J. Zool.|1982-12-31|open|10.5281/zenodo.805742|805742|https://zenodo.org/record/805742|https://zenodo.org/api/records/805742|
alphen__nell_1982b|van Alphen, J.J.M.|Superparasitism and host discrimination by Asobara tabida nees (Braconidae: Alysiinae), a larval parasitoid of Drosophilidae.|Neth. J. Zool.|1982-08-18|open|10.5281/zenodo.805744|805744|https://zenodo.org/record/805744|https://zenodo.org/api/records/805744|
alphen_et_al__1987|van Alphen, J.J.M.|A functional approach to superparasitism: host discrimination needs not be learnt.|Neth. J. Zool.|1987-12-31|open|10.5281/zenodo.805746|805746|https://zenodo.org/record/805746|https://zenodo.org/api/records/805746|
alphen_et_al__1991|van Alphen, J.J.M.|Host habitat finding and host selection of the Drosophila parasitoid Leptopilina australis (Hymenoptera, Eucoilidae), with a comparison of the niches of European Leptopilina species.|Oecologia|1991-12-31|open|10.5281/zenodo.805748|805748|https://zenodo.org/record/805748|https://zenodo.org/api/records/805748|
alphen_et_al__1992|van Alphen, J.J.M.|Adaptive superparasitism and patch time allocation in solitary parasitoids: searching in groups vs sequential patch visits.|Funct. Ecol.|1992-12-31|open|10.5281/zenodo.805750|805750|https://zenodo.org/record/805750|https://zenodo.org/api/records/805750|
altenburg__muller_1920|Altenburg, E.|The genetic basis of truncate wing. - An inconstant and modifiable character in Drosophila.|Genetics|1920-12-31|open|10.5281/zenodo.805752|805752|https://zenodo.org/record/805752|https://zenodo.org/api/records/805752|
altoma_et_al__2010|Al T'Oma, Z.|First records of Zaprionus indianus (Diptera: Drosophilidae) from the Basra governorate in Iraq.|D. I. S.|2010-12-31|closed|10.5281/zenodo.805754|805754|https://zenodo.org/record/805754|https://zenodo.org/api/records/805754|
alvarez_et_al__1980|Alvarez, G.|Modifier variability in a natural population of Drosophila subobscura.|Acta biol. jugosl., Genetika|1980-12-31|open|10.5281/zenodo.805756|805756|https://zenodo.org/record/805756|https://zenodo.org/api/records/805756|
alvarez_et_al__1989|Alvarez, D.|Population genetics in the American tropics. XXXIX. Asymmetry as a divergence factor in demes of Drosophila pseudoobscura in the Cundiboyacense Altiplano of Colombia.|Evol. Biol., Bogota|1989-08-31|open|10.5281/zenodo.805758|805758|https://zenodo.org/record/805758|https://zenodo.org/api/records/805758|
alvarez_et_al__1990|Alvarez, G.|Genetic variation in a modifier system affecting the expression of Bare mutant of Drosophila subobscura.|Heredity|1990-12-31|open|10.5281/zenodo.805760|805760|https://zenodo.org/record/805760|https://zenodo.org/api/records/805760|
alvarez_et_al__2001|Alvarez, D.|Comparative genetic structure among Colombian and Mexican Drosophila pseudoobscura populations by using 14 microsatellite markers: a first approach.|D. I. S.|2001-12-31|closed|10.5281/zenodo.805762|805762|https://zenodo.org/record/805762|https://zenodo.org/api/records/805762|
alvarez_et_al__2002a|Alvarez, D.|Detection of stabilizing selection in favor of the Santa Cruz homokaryotype in Drosophila pseudoobscura populations from the high plateau of the Colombian Andes.|Genet. Mol. Res.|2002-12-31|closed|10.5281/zenodo.805764|805764|https://zenodo.org/record/805764|https://zenodo.org/api/records/805764|
alvarez_et_al__2002b|Alvarez, D.|Comparative Genetic Structure between Tropical Colombian and North American Drosophila pseudoobscura Populations.|Biotropica|2002-12-31|closed|10.5281/zenodo.805766|805766|https://zenodo.org/record/805766|https://zenodo.org/api/records/805766|
alves_et_al__2007|Alves, N.S.|Perfil de esterases ao longo do desenvolvimento de populacoes da especie Drosophila mercatorum pararepleta (Diptera; Drosophilidae). (Abstract).|Resum. Congr. bras. Genet.|2007-12-31|closed|10.5281/zenodo.805770|805770|https://zenodo.org/record/805770|https://zenodo.org/api/records/805770|
alves_et_al__2010|Alves, H.|Evolution of Cuticular Hydrocarbons of Hawaiian Drosophilidae.|Behav. Genet.|2010-12-31|closed|10.5281/zenodo.805772|805772|https://zenodo.org/record/805772|https://zenodo.org/api/records/805772|
amador__juan_1998|Amador, A.|Morphology of mouth hooks and anterior spiracles during larval development of D. funebris.|D. I. S.|1998-12-31|open|10.5281/zenodo.805774|805774|https://zenodo.org/record/805774|https://zenodo.org/api/records/805774|
amador_et_al__2011|Amador, R.B.|Is Zaprionus indianus invading a preserved Amazon forest?|D. I. S.|2011-12-31|closed|10.5281/zenodo.805776|805776|https://zenodo.org/record/805776|https://zenodo.org/api/records/805776|
amante_et_al__1971|Amante, E.|Observacoes preliminares sobre a influencia da entomofauna na dispersao dos uredosporos da ferrugem do cafeeiro (Hemileia vastatrix).|Biologico|1971-04-30|open|10.5281/zenodo.805778|805778|https://zenodo.org/record/805778|https://zenodo.org/api/records/805778|
amin_et_al__2005a|Amin ud Din, M.|A preliminary report on Drosophila fauna of Islamabad (Capital, Pakistan).|D. I. S.|2005-12-31|closed|10.5281/zenodo.805780|805780|https://zenodo.org/record/805780|https://zenodo.org/api/records/805780|
amin_et_al__2005b|Amin ud Din, M.|Study of Drosophila association with certain plant species in Islamabad, Pakistan.|D. I. S.|2005-12-31|closed|10.5281/zenodo.805782|805782|https://zenodo.org/record/805782|https://zenodo.org/api/records/805782|
amlou_et_al__1997|Amlou, M.|Genetic analysis by interspecific crosses of the tolerance of Drosophila sechellia to major aliphatic acids of its host plant.|Genet. Sel. Evol.|1997-12-31|open|10.5281/zenodo.805784|805784|https://zenodo.org/record/805784|https://zenodo.org/api/records/805784|
amlou_et_al__1998a|Amlou, M.|Larval tolerance in the Drosophila melanogaster species complex toward the two toxic acids of the D. sechellia host plant.|Hereditas|1998-12-31|open|10.5281/zenodo.805786|805786|https://zenodo.org/record/805786|https://zenodo.org/api/records/805786|
amlou_et_al__1998b|Amlou, M.|Genetic Analysis of Drosophila sechellia Specialization: Oviposition Behavior Toward the Major Aliphatic Acids of Its Host Plant.|Behav. Genet.|1998-12-31|open|10.5281/zenodo.805788|805788|https://zenodo.org/record/805788|https://zenodo.org/api/records/805788|
ammerman_et_al__1954|Ammerman, G.R.|Drosophila Control in Indiana Tomato Factories.|Proc. N. Centr. Brch ent. Soc. Am.|1954-12-31|open|10.5281/zenodo.805790|805790|https://zenodo.org/record/805790|https://zenodo.org/api/records/805790|
amorim__vasconcelos_1989|Amorim, D. de S.|First known Brazilian species of the genera Scutops and Neoscutops (Diptera: Periscelididae), with comments on the relationships among the species in each genus.|Mem. Inst. Oswaldo Cruz|1989-12-31|open|10.5281/zenodo.805792|805792|https://zenodo.org/record/805792|https://zenodo.org/api/records/805792|
amosova_1990|Amosova, I.S.|Some indices of thermophily and heat resistance in two species of the genus Drosophila Fll. (Diptera, Drosophilidae). (in Russian, with English summary).|Ent. Obozr.|1990-12-31|open|10.5281/zenodo.805794|805794|https://zenodo.org/record/805794|https://zenodo.org/api/records/805794|
amoudi_et_al__1991|Amoudi, M.A.|Zaprionus indiana (Diptera: Drosophilidae) in Saudi Arabia and the Effect of Temperature on the Life Cycle.|J. King Saud Univ.|1991-12-31|open|10.5281/zenodo.805796|805796|https://zenodo.org/record/805796|https://zenodo.org/api/records/805796|
amoudi_et_al__1993a|Amoudi, M.A.|The Influence of Low Temperature on Development, Adult Longevity and Productivity of Zaprionus indiana Gupta (Diptera: Drosophilidae).|J. King Saud Univ.|1993-12-31|open|10.5281/zenodo.805798|805798|https://zenodo.org/record/805798|https://zenodo.org/api/records/805798|
amoudi_et_al__1993b|Amoudi, M.A.|Effects of Larval Population Density on the Life Cycle Parameters in Zaprionus indiana Gupta (Diptera: Drosophilidae).|Pakistan J. Zool.|1993-12-31|open|10.5281/zenodo.805800|805800|https://zenodo.org/record/805800|https://zenodo.org/api/records/805800|
amsel__hering_1931|Amsel, H.G.|Beitrag zur Kenntnis der Minenfauna Palastinas.|Dtsch. ent. Z.|1931-12-31|open|10.5281/zenodo.805802|805802|https://zenodo.org/record/805802|https://zenodo.org/api/records/805802|
amstein_1857|Am Stein, (J.R.)|Bundner Dipteren.|Jber. naturf. Ges. Graub.|1857-12-31|open|10.5281/zenodo.805804|805804|https://zenodo.org/record/805804|https://zenodo.org/api/records/805804|
ananiev__barsky_1982|Ananiev, E.V.|A Photographic Map of Drosophila hydei Polytene Chromosomes.|Chromosoma|1982-12-22|open|10.5281/zenodo.805806|805806|https://zenodo.org/record/805806|https://zenodo.org/api/records/805806|
ananina__klaczko_2007|Ananina, G.|Endemic inversions in Brazilian populations of Drosophila melanogaster.|D. I. S.|2007-12-31|closed|10.5281/zenodo.805808|805808|https://zenodo.org/record/805808|https://zenodo.org/api/records/805808|
ananina_et_al__2002|Ananina, G.|Polytene Chromosome Map and Inversion Polymorphism in Drosophila mediopunctata.|Mem. Inst. Oswaldo Cruz|2002-12-31|closed|10.5281/zenodo.805810|805810|https://zenodo.org/record/805810|https://zenodo.org/api/records/805810|
ananina_et_al__2004|Ananina, G.|Chromosomal inversion polymorphism in Drosophila mediopunctata: seasonal, altitudinal, and latitudinal variation.|Genet. and Molec. Biol.|2004-12-31|closed|10.5281/zenodo.805812|805812|https://zenodo.org/record/805812|https://zenodo.org/api/records/805812|
ananina_et_al__2007|Ananina, G.|Inversion polymorphism and a new polytene chromosome map of Zaprionus indianus Gupta (1970) (Diptera: Drosophilidae).|Genetica|2007-12-31|closed|10.5281/zenodo.805814|805814|https://zenodo.org/record/805814|https://zenodo.org/api/records/805814|
andersen_et_al__2002|Andersen, D.H.|Intraspecific hybridization, developmental stability and fitness in Drosophila mercatorum.|Evol. Ecol. Res.|2002-12-31|closed|10.5281/zenodo.805816|805816|https://zenodo.org/record/805816|https://zenodo.org/api/records/805816|
anderson__ehrman_1969|Anderson, W.W.|Mating Choice in Crosses between Geographic Populations of Drosophila pseudoobscura.|Am. Midl. Nat.|1969-01-29|open|10.5281/zenodo.805818|805818|https://zenodo.org/record/805818|https://zenodo.org/api/records/805818|
anderson__gibson_1985|Anderson, D.G.|Variation in alcohol dehydrogenase activity in vitro in flies from natural populations of Drosophila melanogaster.|Genetica|1985-07-31|open|10.5281/zenodo.805820|805820|https://zenodo.org/record/805820|https://zenodo.org/api/records/805820|
anderson__kim_2005|Anderson, W.W.|Sexual Isolation Between Sympatric and Allopatric Populations of Drosophila pseudoobscura and D. persimilis.|Behav. Genet.|2005-12-31|closed|10.5281/zenodo.805822|805822|https://zenodo.org/record/805822|https://zenodo.org/api/records/805822|
anderson__kim_2006|Anderson, W.W.|A Further Analysis of Sexual Isolation Between Sympatric and Allopatric Populations of Drosophila pseudoobscura and D. persimilis.|Behav. Genet.|2006-12-31|closed|10.5281/zenodo.805824|805824|https://zenodo.org/record/805824|https://zenodo.org/api/records/805824|
anderson__mcguire_1978|Anderson, W.W.|Mating pattern and mating success of Drosophila pseudoobscura karyotypes in large experimental populations.|Evolution|1978-06-30|open|10.5281/zenodo.805826|805826|https://zenodo.org/record/805826|https://zenodo.org/api/records/805826|
anderson__oakeshott_1984|Anderson, P.R.|Parallel geographical patterns of allozyme variation in two sibling Drosophila species.|Nature|1984-04-19|open|10.5281/zenodo.805828|805828|https://zenodo.org/record/805828|https://zenodo.org/api/records/805828|
anderson__oakeshott_1986|Anderson, P.R.|Ethanol tolerance and alcohol dehydrogenase activity in Australian populations of Drosophila simulans.|Hereditas|1986-04-30|open|10.5281/zenodo.805830|805830|https://zenodo.org/record/805830|https://zenodo.org/api/records/805830|
anderson_et_al__1967a|Anderson, W.W.|Selection and inversion polymorphism in experimental populations of Drosophila pseudoobscura initiated with the chromosomal constitutions of natural populations.|Evolution|1967-12-28|open|10.5281/zenodo.805832|805832|https://zenodo.org/record/805832|https://zenodo.org/api/records/805832|
